pages,publication,dow,week,year,adverts,volume
40,WIG,3,32,2023,48,4759
80,OXT,4,32,2023,69,6929
48,OHS,3,32,2023,58,7167
32,BIA,4,32,2023,37,4338
40,OXM,6,32,2023,24,2254
40,OXM,5,32,2023,32,3431
32,OXM,4,32,2023,34,2978
32,OXM,3,32,2023,25,2010
32,OXM,2,32,2023,33,3135
32,OXM,1,32,2023,24,2510
56,SDE,6,32,2023,75,3270
40,SDE,5,32,2023,101,3771
40,SDE,4,32,2023,85,4103
40,SDE,3,32,2023,87,3351
32,SDE,2,32,2023,72,3042
40,SDE,1,32,2023,72,3426
24,SWW,4,31,2023,80,3997
64,SAJ,4,31,2023,148,7633
48,BRI,4,31,2023,77,5872
56,DOR,6,31,2023,83,3743
40,DOR,5,31,2023,92,4202
40,DOR,4,31,2023,75,4711
32,DOR,3,31,2023,74,2438
32,DOR,2,31,2023,78,1990
32,DOR,1,31,2023,81,2399
64,BDE,6,31,2023,134,4806
40,BDE,5,31,2023,161,4569
40,BDE,4,31,2023,149,5038
40,BDE,3,31,2023,162,3533
32,BDE,2,31,2023,110,2665
40,BDE,1,31,2023,138,2952
44,SWA,6,32,2023,46,3430
40,SWA,5,32,2023,50,3772
40,SWA,4,32,2023,50,3718
40,SWA,3,32,2023,40,2721
32,SWA,2,32,2023,38,2814
36,SWA,1,32,2023,42,3561
52,TSF,6,30,2023,78,3076
4,TSF WRAP,6,30,2023,6,813
140,LAH,1,32,2023,68,3922
32,EDT EDTW,6,31,2023,1,287
8,EDT EDTB,3,31,2023,2,430
8,EDP EDPSP0,2,31,2023,2,331
208,DSC,1,32,2023,131,11052
100,HSC,1,32,2023,63,5195
148,CHL,1,32,2023,72,7128
148,WLI,1,32,2023,101,8529
56,LOW,5,31,2023,103,4067
64,GYM,5,31,2023,113,4522
48,BBJ,5,31,2023,50,3952
16,HCL,5,31,2023,51,1134
32,HMS,5,31,2023,39,2634
56,ECS,5,31,2023,57,3815
132,COL,1,32,2023,67,6115
8,SCG SCGS,4,30,2023,4,254
32,NE NEWKD,6,31,2023,11,1414
48,CIN,3,31,2023,55,3094
116,EQ,1,32,2023,62,5552
132,HFL,1,32,2023,81,6640
148,OXL,1,32,2023,76,7600
164,SLE,1,32,2023,98,8496
64,HMA,6,30,2023,6,679
48,ESH,5,32,2023,52,3088
48,ESH,5,31,2023,56,3570
24,EDP PROP,5,29,2023,11,2817
8,TCN TCNSUP0,5,31,2023,13,2277
40,EJL,3,32,2023,53,3163
8,HEX HCLV,4,31,2023,11,1190
8,SHS STH,4,30,2023,8,2296
8,WGZ WGZSP,4,31,2023,13,2277
8,HT HTSUP1,4,31,2023,7,2009
32,HT HTSP,4,31,2023,1,287
8,TMAI TMSP,4,31,2023,5,681
8,SHS STH,4,31,2023,6,968
8,EDP EDPSP1,5,29,2023,28,1532
48,IBEL,2,32,2023,54,2457
48,DFT,4,31,2023,23,2955
48,NNN,4,31,2023,35,3465
40,ELY,4,31,2023,37,3927
56,SOM,4,31,2023,108,4299
40,SWL,4,31,2023,104,5539
80,IOW,5,31,2023,178,7663
32,BBT,4,31,2023,112,5081
56,WAO,5,31,2023,112,5848
40,BWT,4,31,2023,64,3208
48,CFG,4,31,2023,69,4939
40,TYR,1,32,2023,8,830
32,LAT,4,31,2023,2,44
8,WTM WTMSUPP1,3,31,2023,7,643
16,WTM WTTV,3,31,2023,1,287
4,HAM WRAP,4,30,2023,4,1103
132,DL,1,32,2023,79,5935
64,TLE WXSP,4,32,2023,54,4351
16,BRA BASU,4,30,2023,21,2889
40,TLE,4,32,2023,63,4062
12,EDT PROP,4,29,2023,9,1845
8,TIV TIVY SUP1,2,31,2023,8,2296
8,DNP DPS,4,29,2023,7,1031
16,WRG WAGSUP0,4,30,2023,10,440
40,EJC,4,30,2023,1,44
8,TP TPSUP0,3,30,2023,12,1998
8,MCG NGSP,4,31,2023,4,315
48,HPT,3,31,2023,104,6817
40,WTI,3,31,2023,88,4133
40,EJL,3,31,2023,54,3132
40,PBL,5,30,2023,49,1715
48,ELC,4,30,2023,67,2599
40,BOR,3,30,2023,41,1608
72,HEX,4,31,2023,86,5862
104,TCN,5,31,2023,103,7138
64,TWN,3,31,2023,61,4559
64,FPP,3,31,2023,37,2840
88,SCG,4,30,2023,114,5202
64,TP,6,31,2023,36,1863
40,TP,5,31,2023,38,2054
40,TP,4,31,2023,36,2287
40,TP,3,31,2023,39,1860
40,TP,2,31,2023,37,1725
40,TP,1,31,2023,32,1674
64,TA,6,31,2023,37,1484
40,TA,5,31,2023,46,2157
40,TA,4,31,2023,54,2859
40,TA,3,31,2023,46,2284
40,TA,2,31,2023,39,1851
40,TA,1,31,2023,35,1684
64,KN,4,31,2023,54,2960
68,IG,4,31,2023,49,2543
64,CH,4,31,2023,58,3493
96,WGZ,4,31,2023,110,7761
40,BRN,3,31,2023,138,5579
24,HAT,4,31,2023,85,4320
48,YLG,4,31,2023,55,3784
48,EFG,4,31,2023,53,3931
32,ENI,3,31,2023,84,4784
24,THG,4,31,2023,72,2886
72,CTI,5,31,2023,85,5595
60,WGG,4,31,2023,58,4559
56,SNJ,3,31,2023,64,4521
56,GAZ,4,31,2023,56,3772
52,MG,5,31,2023,63,4543
40,EJ,4,31,2023,77,5752
32,BJ,4,31,2023,54,4785
36,SN,4,31,2023,92,4541
32,RA,3,31,2023,72,4790
40,TS,4,31,2023,92,5988
36,HN,4,31,2023,78,3855
32,BR,3,31,2023,87,5413
32,LA,4,31,2023,47,2638
72,HT,4,31,2023,185,9951
48,ROM,5,31,2023,122,4969
64,HAM,4,31,2023,148,7370
64,BAG,4,31,2023,124,7205
48,AAD,5,31,2023,118,5426
64,WTM,3,31,2023,54,4470
8,TLE TLSP,5,31,2023,6,888
40,FL,4,31,2023,1,44
40,FL,3,31,2023,1,44
132,YL,1,32,2023,71,6000
4,SWA WRAP,5,30,2023,4,1049
56,BUED,2,30,2023,4,73
8,GH YGHSUP1,3,30,2023,12,1830
48,SXWO,4,30,2023,1,44
4,OLT WRAP,4,31,2023,4,1103
40,PEN,4,32,2023,34,3033
40,BAR,4,32,2023,30,2516
8,GH GAZHSUP,3,30,2023,12,2187
32,TIV,2,32,2023,37,3742
32,TIV,2,31,2023,40,2635
8,RJO RJSP,3,31,2023,7,743
8,TA TASP,3,30,2023,11,2158
8,HHE PROP,4,29,2023,6,1721
48,EPED,4,31,2023,7,907
48,CRS,4,31,2023,90,4960
8,WRG WAGSUP0,4,31,2023,6,1032
64,DEFP,3,31,2023,6,585
8,OBCA BCA SUP,3,32,2023,10,829
64,NWPI,3,31,2023,6,585
4,WRG WRAP,4,31,2023,4,1103
40,PPE,3,32,2023,12,922
40,PMT,3,32,2023,28,2272
40,PPE,3,31,2023,14,996
32,GUA,3,32,2023,29,2384
32,GUA,3,31,2023,39,3063
40,BWTH,4,30,2023,6,663
40,BWTM,4,30,2023,6,703
16,ARG AGS,6,31,2023,1,287
8,ARG AMS,5,31,2023,3,89
8,ARG AGNS,1,31,2023,1,287
48,ASH,3,30,2023,30,1169
40,CCH,3,30,2023,17,1181
48,LMW,3,30,2023,25,1593
32,AYA,2,30,2023,14,709
64,TIME,4,31,2023,58,5066
48,CIN,3,30,2023,53,3123
64,GH,3,31,2023,55,5288
80,GL,3,31,2023,158,9398
76,WRG,4,31,2023,97,5013
40,SAM,4,31,2023,73,4222
72,SHS,4,31,2023,137,7146
56,MCG,4,31,2023,78,3674
64,BUT,4,31,2023,82,4533
48,LEJ,4,31,2023,83,5318
48,KNG,4,31,2023,63,3206
64,BFP,5,31,2023,78,5956
40,SLO,5,31,2023,42,4133
64,REC,4,31,2023,61,5308
40,BKN,3,31,2023,56,4654
40,PMT,3,31,2023,24,2069
40,ARG,6,31,2023,30,2253
40,ARG,5,31,2023,37,2867
40,ARG,4,31,2023,38,2879
32,ARG,3,31,2023,35,2103
32,ARG,2,31,2023,34,2254
32,ARG,1,31,2023,30,1638
40,PEN,4,31,2023,35,3070
40,BAR,4,31,2023,34,2875
60,SFS,5,29,2023,28,1778
16,ARG AGS,6,32,2023,1,287
8,ARG AMS,5,32,2023,3,89
8,ARG AGNS,1,32,2023,1,287
40,ARG,6,32,2023,31,2355
40,ARG,5,32,2023,32,2107
40,ARG,4,32,2023,36,3555
32,ARG,3,32,2023,33,2402
32,ARG,2,32,2023,28,2018
32,ARG,1,32,2023,28,1343
8,BEC BESUP,5,30,2023,16,2292
32,BRDO,3,30,2023,1,36
16,CEG CGSP,5,30,2023,34,4584
32,LAT,4,30,2023,1,44
4,TSF WRAP,6,29,2023,8,1191
60,TSF,6,29,2023,96,3653
40,BEXE,3,30,2023,6,914
16,WTM WTTV,3,30,2023,1,287
56,BWD,5,30,2023,1,64
56,RORF,5,30,2023,1,64
40,NHC,4,30,2023,1,44
8,WGH WGH0,4,30,2023,9,1159
40,MWH,3,31,2023,128,6192
36,NSR,1,32,2023,29,1761
32,EDP EDPSW,6,31,2023,1,128
56,DNP,4,30,2023,83,3886
56,DNP,4,31,2023,82,4289
40,MWH,3,32,2023,120,5654
100,BAI,1,32,2023,67,6391
8,ARG PROP,3,29,2023,1,288
56,WHH,3,32,2023,3,152
56,OBCA,3,32,2023,70,4552
8,EDP EDPBS,3,31,2023,2,286
56,WHH,3,31,2023,3,152
100,VWS,1,32,2023,30,3392
32,EEN,6,31,2023,35,1682
40,EEN,5,31,2023,31,1854
40,EEN,4,31,2023,30,2542
32,EEN,3,31,2023,27,1639
32,EEN,2,31,2023,23,1468
28,EEN,1,31,2023,23,1532
72,EDP,6,31,2023,132,7640
72,EDP,5,31,2023,106,5762
56,EDP,4,31,2023,60,2856
48,EDP,3,31,2023,53,2266
56,EDP,2,31,2023,51,2394
44,EDP,1,31,2023,40,1895
40,EST,5,31,2023,40,1680
40,EST,4,31,2023,43,2561
32,EST,3,31,2023,34,1669
32,EST,2,31,2023,38,1993
32,EST,1,31,2023,38,2052
56,EDT,6,31,2023,64,2974
56,EDT,5,31,2023,70,4250
44,EDT,4,31,2023,50,2625
48,EDT,3,31,2023,48,2147
48,EDT,2,31,2023,45,1785
40,EDT,1,31,2023,42,1962
24,SWR,4,31,2023,34,3051
32,DUN,4,31,2023,49,3511
40,COM,4,31,2023,87,5027
40,WHT,3,31,2023,55,3420
24,ROC,4,31,2023,46,2722
32,HAD,4,31,2023,62,3651
56,HHE,4,31,2023,40,2781
56,RRC,5,31,2023,88,6012
32,BDP,3,31,2023,55,3250
24,BKT,4,31,2023,49,2801
24,ELA,4,31,2023,39,2614
24,NRC,3,31,2023,40,3010
32,ILF,4,31,2023,51,3319
36,IGZ,4,31,2023,34,2428
32,GRT,6,30,2023,21,974
32,GRT,5,30,2023,33,1309
32,GRT,4,30,2023,25,1182
32,GRT,3,30,2023,32,1394
32,GRT,2,30,2023,31,1168
32,GRT,1,30,2023,28,1344
40,CLP,3,30,2023,28,1937
40,HLA,4,30,2023,29,1450
40,GZN,3,30,2023,35,2080
40,ALA,3,30,2023,48,2406
40,NEWS,6,31,2023,25,2045
40,NEWS,5,31,2023,31,3005
40,NEWS,4,31,2023,32,2959
40,NEWS,3,31,2023,26,1964
40,NEWS,2,31,2023,29,2146
40,NEWS,1,31,2023,27,2251
64,TMAI,6,31,2023,23,1980
40,TMAI,5,31,2023,29,2182
40,TMAI,4,31,2023,25,2177
40,TMAI,3,31,2023,21,1952
40,TMAI,2,31,2023,23,2006
40,TMAI,1,31,2023,27,2013
56,BWM,2,30,2023,88,3896
56,NE,6,31,2023,48,3531
48,NE,5,31,2023,54,3166
48,NE,4,31,2023,50,2863
48,NE,3,31,2023,51,2876
48,NE,2,31,2023,39,2033
48,NE,1,31,2023,49,2000
64,DU,4,31,2023,59,4227
80,DS,5,31,2023,90,6466
56,BNE,6,31,2023,54,2239
40,BNE,5,31,2023,61,2606
40,BNE,4,31,2023,68,3050
40,BNE,3,31,2023,56,2379
40,BNE,2,31,2023,64,2621
40,BNE,1,31,2023,66,2571
68,OLT,4,31,2023,48,2829
56,LTE,6,31,2023,47,2902
40,LTE,5,31,2023,49,3255
40,LTE,4,31,2023,54,3035
40,LTE,3,31,2023,44,2492
40,LTE,2,31,2023,47,2564
40,LTE,1,31,2023,45,2540
32,BRA,6,31,2023,32,1795
48,BRA,5,31,2023,47,2862
48,BRA,4,31,2023,44,4383
40,BRA,3,31,2023,36,2456
40,BRA,2,31,2023,44,2116
48,BRA,1,31,2023,24,1744
56,CEG,5,31,2023,47,3235
40,CEG,4,31,2023,33,2923
32,CEG,3,31,2023,31,2306
32,CEG,2,31,2023,37,2145
32,CEG,1,31,2023,28,1744
68,BEC,5,31,2023,98,5581
48,BEC,4,31,2023,84,4936
40,BEC,3,31,2023,71,3063
40,BEC,2,31,2023,211,3193
40,BEC,1,31,2023,67,2779
64,RJO,3,31,2023,114,5967
56,OBCA,3,31,2023,69,4582
48,TLE,5,31,2023,57,2962
40,TLE,4,31,2023,65,4136
40,TLE,3,31,2023,57,2901
40,TLE,2,31,2023,56,2513
40,TLE,1,31,2023,51,2290
40,WN,6,31,2023,42,2796
40,WN,5,31,2023,55,3641
40,WN,4,31,2023,53,4334
32,WN,3,31,2023,40,2445
32,WN,2,31,2023,37,2133
32,WN,1,31,2023,38,1971
80,WGH,4,31,2023,91,9232
76,WIT,5,31,2023,79,7946
40,WIG,3,31,2023,46,4990
80,OXT,4,31,2023,80,8847
48,OHS,3,31,2023,56,7279
36,BIA,4,31,2023,41,4912
44,OXM,6,31,2023,23,2212
40,OXM,5,31,2023,34,3843
32,OXM,4,31,2023,44,3784
32,OXM,3,31,2023,21,1996
32,OXM,2,31,2023,32,2729
32,OXM,1,31,2023,25,2096
56,SDE,6,31,2023,78,2995
40,SDE,5,31,2023,111,4072
40,SDE,4,31,2023,93,5195
40,SDE,3,31,2023,84,3275
32,SDE,2,31,2023,104,3797
40,SDE,1,31,2023,74,3462
24,SWW,4,30,2023,79,4084
64,SAJ,4,30,2023,119,6934
48,BRI,4,30,2023,77,5906
56,DOR,6,30,2023,93,3384
40,DOR,5,30,2023,103,4047
40,DOR,4,30,2023,90,4197
32,DOR,3,30,2023,82,2422
32,DOR,2,30,2023,72,2156
32,DOR,1,30,2023,76,2321
64,BDE,6,30,2023,117,5580
40,BDE,5,30,2023,168,4812
40,BDE,4,30,2023,158,4328
40,BDE,3,30,2023,158,3722
32,BDE,2,30,2023,95,2365
40,BDE,1,30,2023,147,3420
40,SWA,6,31,2023,41,3322
40,SWA,5,31,2023,54,4404
40,SWA,4,31,2023,51,4916
40,SWA,3,31,2023,44,3156
32,SWA,2,31,2023,41,3183
32,SWA,1,31,2023,41,2785
16,EDT EATSUP0,5,30,2023,28,2250
64,HE,3,30,2023,1,45
80,SHE,0,29,2023,4,781
56,LOW,5,30,2023,107,3671
64,GYM,5,30,2023,101,4044
48,BBJ,5,30,2023,54,3398
16,HCL,5,30,2023,31,953
32,HMS,5,30,2023,44,3049
56,ECS,5,30,2023,64,4675
276,LCH,1,32,2023,87,10613
60,CWRE,4,31,2023,63,6451
32,WFA,3,30,2023,18,2595
124,NFK,1,32,2023,53,4355
124,HSG,1,32,2023,42,3109
8,HPT HPSUP0,3,30,2023,7,551
4,HAT WRAP,4,29,2023,4,1103
148,SSX,1,32,2023,66,5729
48,WSW,4,30,2023,22,2924
48,RSW,4,30,2023,14,1610
48,ESW,4,30,2023,17,1249
40,TNA,6,31,2023,5,477
24,EDP PROP,5,28,2023,10,2529
40,TNA,5,31,2023,6,507
40,TNA,4,31,2023,8,1160
40,TNA,3,31,2023,5,477
40,TNA,2,31,2023,8,1050
40,TNA,1,31,2023,10,1074
40,TNA,6,30,2023,6,620
40,TNA,5,30,2023,8,937
40,TNA,4,30,2023,9,1224
40,TNA,3,30,2023,8,1194
40,TNA,2,30,2023,6,620
40,TNA,1,30,2023,9,1155
196,DEV,1,32,2023,92,7574
116,CHAG,1,32,2023,41,4186
16,DOR DESP,2,29,2023,10,683
4,WO WRAP,4,29,2023,4,1094
124,DOL,1,32,2023,50,4501
8,EDT EATSUP2,6,30,2023,7,551
8,EDT EDTB,3,30,2023,2,286
48,DFT,4,30,2023,29,2386
48,NNN,4,30,2023,36,2966
40,ELY,4,30,2023,38,3630
48,SWL,4,30,2023,124,6737
80,IOW,5,30,2023,163,6075
32,BBT,4,30,2023,117,5628
56,WAO,5,30,2023,120,6211
40,BWT,4,30,2023,66,3378
48,CFG,4,30,2023,73,4560
72,CUFA,5,31,2023,41,8750
8,HT HTSUP1,4,30,2023,6,1722
32,HT HTSP,4,30,2023,2,331
140,KEL,1,32,2023,49,3921
180,DER,1,32,2023,65,6476
8,SOM WMSP,4,30,2023,9,916
56,SOM,4,30,2023,107,4059
124,HAL,1,32,2023,39,3536
48,ESH,5,30,2023,67,3801
40,WSW,4,29,2023,21,1882
40,RSW,4,29,2023,11,1217
40,ESW,4,29,2023,17,853
32,CFT,4,30,2023,54,3471
196,YOR,1,32,2023,68,7116
12,EDT PROP,4,28,2023,9,1976
4,IG WRAP,4,29,2023,4,1094
48,HL,4,30,2023,5,79
48,HPT,3,30,2023,91,5352
40,WTI,3,30,2023,101,4302
40,MWH,3,30,2023,120,6130
40,EJL,3,30,2023,46,2994
40,PBL,5,29,2023,40,1660
48,ELC,4,29,2023,54,2009
32,CFT,4,29,2023,52,3376
40,BOR,3,29,2023,30,1481
64,FPP,3,30,2023,36,2555
88,SCG,4,29,2023,120,6073
64,TP,6,30,2023,42,1870
40,TP,5,30,2023,46,2771
40,TP,4,30,2023,42,2087
40,TP,3,30,2023,44,2466
40,TP,2,30,2023,41,1899
40,TP,1,30,2023,37,2161
64,TA,6,30,2023,36,1762
40,TA,5,30,2023,48,2031
40,TA,4,30,2023,52,2297
40,TA,3,30,2023,47,2220
40,TA,2,30,2023,43,1889
40,TA,1,30,2023,44,2361
64,KN,4,30,2023,54,2838
64,IG,4,30,2023,53,2732
64,CH,4,30,2023,65,3088
40,BRN,3,30,2023,153,5343
24,HAT,4,30,2023,87,3960
48,YLG,4,30,2023,66,5249
48,EFG,4,30,2023,53,3729
32,ENI,3,30,2023,105,5234
24,THG,4,30,2023,89,3247
56,WGG,4,30,2023,51,3780
56,SNJ,3,30,2023,62,3974
56,GAZ,4,30,2023,58,3681
48,MG,5,30,2023,65,4363
40,EJ,4,30,2023,82,5436
32,BJ,4,30,2023,57,4490
32,SN,4,30,2023,94,5175
32,RA,3,30,2023,72,4237
40,TS,4,30,2023,90,4843
32,HN,4,30,2023,74,3862
32,BR,3,30,2023,75,4105
32,LA,4,30,2023,51,2483
72,HT,4,30,2023,193,10141
48,ROM,5,30,2023,85,4148
68,HAM,4,30,2023,111,5769
64,BAG,4,30,2023,107,7417
48,AAD,5,30,2023,92,4991
64,WTM,3,30,2023,49,4398
228,LLA,1,32,2023,74,8875
156,SOML,1,32,2023,81,5848
40,BEXE,3,29,2023,6,883
248,CULI,1,32,2023,129,10932
8,HHE PROP,4,28,2023,5,1724
32,TIV,2,30,2023,34,3104
116,SGL,1,32,2023,43,3916
40,PPE,3,30,2023,15,1113
148,EXG,1,32,2023,47,4710
32,GUA,3,30,2023,38,2825
56,BUED,2,29,2023,3,64
48,SXWO,4,29,2023,1,44
16,TA TASP,2,29,2023,20,2911
4,RECW WRAP,4,28,2023,4,1049
64,DEFP,3,30,2023,7,569
64,NWPI,3,30,2023,6,525
212,LCO,1,32,2023,88,9085
8,CTI CTSP1,5,30,2023,10,605
16,CTI CTSP,5,30,2023,22,1807
48,EPED,4,30,2023,7,907
48,CRS,4,30,2023,87,4100
72,CTI,5,30,2023,87,6361
104,TCN,5,30,2023,95,5945
72,HEX,4,30,2023,76,4415
64,HMA,6,29,2023,6,493
4,YLG WRAP,4,29,2023,4,1103
8,YLG YLGS,4,29,2023,2,88
96,WGZ,4,30,2023,117,9029
32,NE NEWKD,6,30,2023,13,1477
64,TWN,3,30,2023,56,3285
40,BWTH,4,29,2023,5,379
32,BEC BESUP,2,29,2023,1,44
40,BWTM,4,29,2023,5,397
48,HL,4,29,2023,4,81
8,GL WGLSUP0,3,29,2023,4,518
40,NE NESUP0,3,30,2023,41,6466
56,BWD,5,29,2023,2,108
56,RORF,5,29,2023,2,108
16,ARG AGS,6,30,2023,1,287
8,ARG AMS,5,30,2023,4,376
8,ARG AGNS,1,30,2023,1,287
40,NHC,4,29,2023,1,44
4,ILF WRAP,4,29,2023,4,1103
40,CCH,3,29,2023,20,1157
64,TIME,4,30,2023,61,4193
48,CIN,3,29,2023,51,2922
64,GH,3,30,2023,47,3535
80,GL,3,30,2023,149,7945
72,WRG,4,30,2023,87,4706
40,SAM,4,30,2023,82,5439
72,SHS,4,30,2023,140,7792
56,MCG,4,30,2023,67,3208
64,BUT,4,30,2023,82,4082
48,LEJ,4,30,2023,82,4477
48,KNG,4,30,2023,61,2909
64,BFP,5,30,2023,83,5875
40,SLO,5,30,2023,46,3653
64,REC,4,30,2023,55,3886
40,BKN,3,30,2023,49,4081
40,PMT,3,30,2023,27,2257
40,ARG,6,30,2023,27,1926
40,ARG,5,30,2023,38,2961
40,ARG,4,30,2023,34,2892
32,ARG,3,30,2023,36,2694
32,ARG,2,30,2023,33,2378
32,ARG,1,30,2023,34,2585
40,PEN,4,30,2023,37,3324
40,BAR,4,30,2023,33,2871
8,WHT WHTSP,3,29,2023,1,44
32,AYA,2,29,2023,19,1009
8,DOR DESP,5,28,2023,7,808
8,BDE BMESUP0,5,28,2023,6,968
56,DNP,4,29,2023,78,4256
4,SWA WRAP,5,29,2023,4,1049
48,LMW,3,29,2023,29,1650
48,ASH,3,29,2023,37,1382
40,TNA,6,29,2023,6,620
40,TNA,5,29,2023,7,536
40,TNA,4,29,2023,10,1089
40,TNA,3,29,2023,6,620
40,TNA,2,29,2023,9,1139
40,TNA,1,29,2023,11,1344
80,SHE,0,28,2023,9,1782
8,WN WNSP1,3,28,2023,11,1475
8,EDP EDPSP2,6,30,2023,7,551
32,EDP EDPSW,6,30,2023,1,287
32,CEG CGSP,2,29,2023,2,88
8,EDP EDPBS,3,30,2023,4,716
32,EEN,6,30,2023,34,1699
40,EEN,5,30,2023,34,1847
40,EEN,4,30,2023,31,2502
32,EEN,3,30,2023,28,1691
32,EEN,2,30,2023,27,1366
28,EEN,1,30,2023,26,1915
72,EDP,6,30,2023,118,6408
72,EDP,5,30,2023,108,5659
56,EDP,4,30,2023,65,4099
48,EDP,3,30,2023,47,2383
56,EDP,2,30,2023,45,2193
44,EDP,1,30,2023,42,2657
40,EST,5,30,2023,43,1770
40,EST,4,30,2023,51,2688
32,EST,3,30,2023,31,1827
32,EST,2,30,2023,33,1608
32,EST,1,30,2023,34,2198
56,EDT,6,30,2023,64,3132
56,EDT,5,30,2023,66,3045
44,EDT,4,30,2023,53,2895
48,EDT,3,30,2023,49,2511
48,EDT,2,30,2023,38,1856
40,EDT,1,30,2023,39,2088
24,SWR,4,30,2023,31,2117
32,DUN,4,30,2023,44,3600
40,COM,4,30,2023,84,5169
40,WHT,3,30,2023,55,2625
24,ROC,4,30,2023,49,2961
32,HAD,4,30,2023,61,4170
56,HHE,4,30,2023,45,3311
56,RRC,5,30,2023,69,3986
32,BDP,3,30,2023,45,2589
24,BKT,4,30,2023,40,2064
24,ELA,4,30,2023,30,2343
24,NRC,3,30,2023,37,2813
32,ILF,4,30,2023,45,2821
32,IGZ,4,30,2023,44,2672
32,GRT,6,29,2023,26,902
32,GRT,5,29,2023,32,1213
32,GRT,4,29,2023,33,1278
32,GRT,3,29,2023,33,1213
32,GRT,2,29,2023,34,1229
32,GRT,1,29,2023,29,1401
40,CLP,3,29,2023,31,1628
40,HLA,4,29,2023,34,1695
40,GZN,3,29,2023,35,2007
40,ALA,3,29,2023,45,1782
40,NEWS,6,30,2023,34,3526
40,NEWS,5,30,2023,34,2946
40,NEWS,4,30,2023,33,3049
40,NEWS,3,30,2023,27,2065
40,NEWS,2,30,2023,29,2361
40,NEWS,1,30,2023,30,2636
64,TMAI,6,30,2023,28,2568
40,TMAI,5,30,2023,34,2697
40,TMAI,4,30,2023,23,2269
40,TMAI,3,30,2023,26,2139
40,TMAI,2,30,2023,26,2059
40,TMAI,1,30,2023,28,2096
56,BWM,2,29,2023,82,3887
56,NE,6,30,2023,52,3420
48,NE,5,30,2023,50,3076
48,NE,4,30,2023,61,2988
48,NE,3,30,2023,54,3361
48,NE,2,30,2023,41,1824
48,NE,1,30,2023,40,2291
64,DU,4,30,2023,52,4236
80,DS,5,30,2023,94,6566
56,BNE,6,30,2023,56,2718
40,BNE,5,30,2023,67,3368
40,BNE,4,30,2023,63,2895
40,BNE,3,30,2023,57,2692
40,BNE,2,30,2023,60,2512
40,BNE,1,30,2023,66,2686
64,OLT,4,30,2023,52,2875
56,LTE,6,30,2023,50,2958
40,LTE,5,30,2023,58,3362
40,LTE,4,30,2023,55,2957
40,LTE,3,30,2023,49,3016
40,LTE,2,30,2023,45,2506
40,LTE,1,30,2023,43,2616
32,BRA,6,30,2023,29,2045
48,BRA,5,30,2023,39,2692
48,BRA,4,30,2023,39,3412
40,BRA,3,30,2023,40,2976
40,BRA,2,30,2023,45,2521
48,BRA,1,30,2023,29,2178
56,CEG,5,30,2023,43,3123
40,CEG,4,30,2023,31,2837
32,CEG,3,30,2023,31,2018
32,CEG,2,30,2023,34,1848
32,CEG,1,30,2023,25,1523
64,BEC,5,30,2023,100,5197
48,BEC,4,30,2023,91,5416
40,BEC,3,30,2023,76,3479
40,BEC,2,30,2023,209,3103
40,BEC,1,30,2023,68,3206
64,RJO,3,30,2023,123,6749
48,TLE,5,30,2023,68,3178
40,TLE,4,30,2023,69,3875
40,TLE,3,30,2023,62,3315
40,TLE,2,30,2023,59,2532
40,TLE,1,30,2023,59,2510
40,WN,6,30,2023,41,2474
40,WN,5,30,2023,42,2633
40,WN,4,30,2023,52,3925
32,WN,3,30,2023,43,2757
32,WN,2,30,2023,40,1966
32,WN,1,30,2023,37,2304
80,WGH,4,30,2023,76,7618
72,WIT,5,30,2023,77,6952
40,WIG,3,30,2023,50,5031
80,OXT,4,30,2023,68,8567
48,OHS,3,30,2023,60,7282
32,BIA,4,30,2023,41,4501
40,OXM,6,30,2023,22,2169
40,OXM,5,30,2023,40,4691
32,OXM,4,30,2023,39,3954
32,OXM,3,30,2023,26,2814
32,OXM,2,30,2023,31,2869
32,OXM,1,30,2023,24,2294
56,SDE,6,30,2023,77,3387
40,SDE,5,30,2023,96,4909
40,SDE,4,30,2023,89,4162
44,SDE,3,30,2023,84,3719
32,SDE,2,30,2023,79,3046
40,SDE,1,30,2023,70,3338
24,SWW,4,29,2023,83,4014
64,SAJ,4,29,2023,128,5334
48,BRI,4,29,2023,75,5320
56,DOR,6,29,2023,94,3692
40,DOR,5,29,2023,99,4103
40,DOR,4,29,2023,96,4340
32,DOR,3,29,2023,85,2389
32,DOR,2,29,2023,83,1922
32,DOR,1,29,2023,76,2172
64,BDE,6,29,2023,104,4880
40,BDE,5,29,2023,178,4677
40,BDE,4,29,2023,172,4487
40,BDE,3,29,2023,176,3736
32,BDE,2,29,2023,103,2726
40,BDE,1,29,2023,136,3833
40,SWA,6,30,2023,45,3349
44,SWA,5,30,2023,56,4789
40,SWA,4,30,2023,51,5074
40,SWA,3,30,2023,49,4403
32,SWA,2,30,2023,41,2581
32,SWA,1,30,2023,43,3487
4,TSF WRAP,6,28,2023,9,1033
52,TSF,6,28,2023,73,2821
24,EDT EATSUP0,5,29,2023,2,331
8,HT HTSUP1,4,29,2023,6,1722
32,HT HTSP,4,29,2023,2,331
56,LOW,5,29,2023,106,4225
64,GYM,5,29,2023,114,4916
48,BBJ,5,29,2023,51,4012
16,HCL,5,29,2023,46,978
32,HMS,5,29,2023,32,2215
56,ECS,5,29,2023,53,3061
